 &plot nbnd=  90, nks=    31 /
            0.000000  0.000000  0.000000
  -22.607  -22.520  -22.387  -22.208  -21.982  -21.708  -21.389  -21.023  -20.613  -20.160
  -19.667  -19.138  -18.583  -18.027  -17.555  -16.104  -15.541  -14.851  -14.101  -13.316
  -12.509  -11.693  -10.878  -10.684  -10.584  -10.429  -10.220  -10.076   -9.957   -9.640
   -9.474   -9.388   -9.301   -9.273   -9.257   -9.083   -8.868   -8.857   -8.614   -8.566
   -8.397   -8.327   -8.013   -7.900   -7.890   -7.681   -7.374   -7.341   -7.290   -7.009
   -6.837   -6.788   -6.701   -6.439   -6.409   -6.315   -6.244   -6.179   -6.135   -5.856
   -5.536   -1.222   -0.830   -0.267    0.186    0.233    0.278    0.355    0.385    0.491
    0.668    0.684    0.851    0.856    0.907    0.915    0.974    0.996    1.051    1.056
    1.072    1.075    1.132    1.192    1.197    1.279    1.292    1.294    1.343    1.360
            0.016667  0.000000  0.000000
  -22.602  -22.515  -22.382  -22.203  -21.977  -21.704  -21.384  -21.018  -20.608  -20.155
  -19.662  -19.134  -18.579  -18.022  -17.550  -16.100  -15.537  -14.847  -14.097  -13.313
  -12.507  -11.692  -10.878  -10.678  -10.578  -10.423  -10.214  -10.077   -9.951   -9.634
   -9.497   -9.410   -9.303   -9.279   -9.267   -9.105   -8.890   -8.851   -8.636   -8.571
   -8.392   -8.348   -8.035   -7.895   -7.894   -7.701   -7.369   -7.359   -7.302   -7.023
   -6.831   -6.811   -6.706   -6.474   -6.403   -6.309   -6.267   -6.186   -6.155   -5.850
   -5.530   -1.224   -0.831   -0.268    0.192    0.239    0.284    0.362    0.384    0.498
    0.674    0.691    0.856    0.863    0.913    0.922    0.980    1.003    1.058    1.062
    1.079    1.082    1.139    1.196    1.204    1.285    1.299    1.301    1.347    1.367
            0.033333  0.000000  0.000000
  -22.587  -22.500  -22.368  -22.189  -21.962  -21.689  -21.369  -21.004  -20.594  -20.141
