 &plot nbnd=  80, nks=    31 /
            0.000000  0.000000  0.000000
  -22.757  -22.625  -22.422  -22.149  -21.805  -21.389  -20.905  -20.355  -19.744  -19.082
  -18.395  -17.785  -16.190  -15.455  -14.570  -13.618  -12.631  -11.630  -10.832  -10.680
  -10.637  -10.445  -10.129   -9.732   -9.676   -9.625   -9.493   -9.296   -9.259   -9.035
   -8.772   -8.717   -8.716   -8.351   -8.113   -7.954   -7.950   -7.532   -7.466   -7.255
   -7.124   -6.808   -6.759   -6.715   -6.476   -6.381   -6.316   -6.199   -5.753   -1.331
   -0.790   -0.049    0.025    0.078    0.134    0.253    0.445    0.496    0.597    0.624
    0.733    0.734    0.760    0.821    0.847    0.876    0.902    0.915    0.927    0.941
    1.002    1.003    1.101    1.142    1.179    1.181    1.218    1.276    1.362    1.393
            0.016667  0.000000  0.000000
  -22.752  -22.620  -22.418  -22.144  -21.800  -21.385  -20.901  -20.351  -19.739  -19.077
  -18.391  -17.781  -16.186  -15.451  -14.567  -13.615  -12.628  -11.629  -10.826  -10.674
  -10.637  -10.439  -10.123   -9.727   -9.677   -9.647   -9.515   -9.318   -9.254   -9.057
   -8.780   -8.735   -8.710   -8.372   -8.107   -7.969   -7.961   -7.549   -7.460   -7.274
   -7.132   -6.802   -6.795   -6.708   -6.500   -6.388   -6.336   -6.194   -5.747   -1.332
   -0.791   -0.050    0.031    0.085    0.140    0.259    0.452    0.502    0.604    0.628
    0.739    0.741    0.767    0.828    0.854    0.883    0.908    0.922    0.931    0.947
    1.008    1.010    1.108    1.148    1.184    1.187    1.225    1.283    1.368    1.399
            0.033333  0.000000  0.000000
  -22.738  -22.605  -22.403  -22.130  -21.785  -21.370  -20.886  -20.336  -19.725  -19.063
  -18.377  -17.768  -16.174  -15.439  -14.556  -13.606  -12.621  -11.624  -10.809  -10.656
  -10.636  -10.422  -10.106   -9.713   -9.709   -9.683   -9.580   -9.383   -9.236   -9.122
   -8.822   -8.768   -8.693   -8.435   -8.090   -8.027   -7.986   -7.597   -7.443   -7.330
   -7.154   -6.874   -6.785   -6.713   -6.566   -6.410   -6.396   -6.176   -5.730   -1.336
   -0.795   -0.052    0.051    0.104    0.159    0.278    0.472    0.522    0.625    0.640
    0.759    0.761    0.787    0.848    0.874    0.904    0.928    0.943    0.944    0.967
    1.029    1.030    1.128    1.169    1.199    1.208    1.245    1.304    1.387    1.420
            0.050000  0.000000  0.000000
  -22.713  -22.580  -22.378  -22.105  -21.761  -21.346  -20.862  -20.312  -19.702  -19.040
  -18.355  -17.746  -16.153  -15.420  -14.539  -13.591  -12.609  -11.617  -10.779  -10.636
  -10.627  -10.392  -10.076   -9.821   -9.702   -9.680   -9.679   -9.490   -9.226   -9.208
   -8.920   -8.797   -8.665   -8.536   -8.119   -8.062   -8.034   -7.670   -7.425   -7.415
   -7.189   -6.985   -6.757   -6.742   -6.668   -6.491   -6.453   -6.147   -5.700   -1.343
   -0.801   -0.056    0.084    0.135    0.190    0.311    0.506    0.556    0.657    0.659
    0.791    0.794    0.821    0.882    0.908    0.938    0.961    0.964    0.977    1.001
    1.063    1.065    1.162    1.203    1.226    1.241    1.279    1.338    1.417    1.453
            0.066667  0.000000  0.000000
  -22.678  -22.546  -22.344  -22.071  -21.726  -21.312  -20.828  -20.279  -19.669  -19.008
  -18.323  -17.716  -16.124  -15.392  -14.514  -13.570  -12.593  -11.607  -10.738  -10.636
  -10.585  -10.351  -10.036   -9.969   -9.837   -9.708   -9.640   -9.636   -9.367   -9.167
   -9.059   -8.836   -8.671   -8.625   -8.239   -8.115   -8.022   -7.756   -7.556   -7.376
   -7.238   -7.124   -6.799   -6.796   -6.717   -6.615   -6.517   -6.107   -5.658   -1.353
   -0.810   -0.063    0.131    0.180    0.234    0.355    0.553    0.603    0.677    0.707
    0.836    0.841    0.869    0.929    0.956    0.986    0.992    1.006    1.025    1.049
    1.111    1.113    1.209    1.251    1.264    1.289    1.327    1.386    1.458    1.501
            0.083333  0.000000  0.000000
  -22.634  -22.501  -22.299  -22.027  -21.682  -21.268  -20.785  -20.236  -19.627  -18.967
  -18.283  -17.677  -16.088  -15.358  -14.483  -13.543  -12.573  -11.597  -10.685  -10.640
  -10.533  -10.299  -10.151  -10.018   -9.983   -9.815   -9.742   -9.588   -9.535   -9.231
   -9.116   -8.898   -8.834   -8.574   -8.376   -8.236   -7.971   -7.846   -7.715   -7.325
   -7.307   -7.284   -6.949   -6.892   -6.749   -6.666   -6.601   -6.055   -5.605   -1.368
   -0.823   -0.074    0.190    0.236    0.289    0.413    0.613    0.663    0.695    0.768
    0.894    0.901    0.930    0.990    1.018    1.030    1.048    1.065    1.087    1.110
    1.173    1.174    1.270    1.313    1.315    1.349    1.388    1.448    1.508    1.561
            0.100000  0.000000  0.000000
  -22.580  -22.447  -22.245  -21.973  -21.629  -21.215  -20.732  -20.184  -19.575  -18.916
  -18.234  -17.629  -16.043  -15.316  -14.446  -13.512  -12.551  -11.587  -10.651  -10.620
  -10.468  -10.365  -10.234  -10.231  -10.024   -9.919   -9.826   -9.698   -9.524   -9.429
   -9.053   -9.016   -8.994   -8.519   -8.511   -8.395   -7.945   -7.909   -7.893   -7.455
   -7.413   -7.263   -7.101   -7.051   -6.865   -6.704   -6.604   -5.992   -5.540   -1.388
   -0.842   -0.091    0.263    0.305    0.357    0.484    0.687    0.705    0.737    0.843
    0.965    0.974    1.005    1.064    1.082    1.093    1.123    1.137    1.163    1.186
    1.249    1.249    1.345    1.381    1.388    1.423    1.463    1.523    1.563    1.635
            0.116667  0.000000  0.000000
  -22.515  -22.383  -22.182  -21.909  -21.565  -21.152  -20.670  -20.122  -19.514  -18.856
  -18.175  -17.573  -15.991  -15.268  -14.403  -13.477  -12.527  -11.580  -10.676  -10.603
  -10.543  -10.469  -10.392  -10.256  -10.158  -10.016   -9.844   -9.805   -9.648   -9.449
   -9.207   -9.134   -8.979   -8.661   -8.578   -8.438   -8.076   -8.072   -7.837   -7.618
   -7.572   -7.258   -7.234   -7.191   -6.972   -6.826   -6.531   -5.917   -5.463   -1.415
   -0.867   -0.116    0.348    0.386    0.437    0.567    0.702    0.774    0.825    0.932
    1.048    1.060    1.093    1.149    1.151    1.183    1.212    1.222    1.252    1.275
