  0.0005  1.55112221E-10
  0.0015  5.07871651E-10
  0.0025  9.21513734E-10
  0.0035  1.40102355E-09
  0.0045  1.95127222E-09
  0.0055  2.57699880E-09
  0.0065  3.28268340E-09
  0.0075  4.07248240E-09
  0.0085  4.95006273E-09
  0.0095  5.91866924E-09
  0.0105  6.98109874E-09
  0.0115  8.13913808E-09
  0.0125  9.39395262E-09
  0.0135  1.07460862E-08
  0.0145  1.21954611E-08
  0.0155  1.37397725E-08
  0.0165  1.53765344E-08
  0.0175  1.71024320E-08
  0.0185  1.89133220E-08
  0.0195  2.08032221E-08
  0.0205  2.27651144E-08
  0.0215  2.47898317E-08
  0.0225  2.68716248E-08
  0.0235  2.89970277E-08
  0.0245  3.11572613E-08
  0.0255  3.33389631E-08
  0.0265  3.55316450E-08
  0.0275  3.77213488E-08
  0.0285  3.98945565E-08
  0.0295  4.20369216E-08
  0.0305  4.41348482E-08
  0.0315  4.61741193E-08
  0.0325  4.81415794E-08
  0.0335  5.00236588E-08
  0.0345  5.18045865E-08
  0.0355  5.34753246E-08
  0.0365  5.50213711E-08
  0.0375  5.64355785E-08
  0.0385  5.77052317E-08
  0.0395  5.88215000E-08
  0.0405  5.97799551E-08
  0.0415  6.05746408E-08
  0.0425  6.12000152E-08
  0.0435  6.16532038E-08
  0.0445  6.19342584E-08
  0.0455  6.20417030E-08
  0.0465  6.19794996E-08
  0.0475  6.17526463E-08
  0.0485  6.13596412E-08
  0.0495  6.08147790E-08
  0.0505  6.01183187E-08
  0.0515  5.92842704E-08
  0.0525  5.83199368E-08
  0.0535  5.72334494E-08
  0.0545  5.60394140E-08
  0.0555  5.47479300E-08
  0.0565  5.33728521E-08
  0.0575  5.19231147E-08
  0.0585  5.04113034E-08
  0.0595  4.88508325E-08
  0.0605  4.72559453E-08
  0.0615  4.56353428E-08
  0.0625  4.39981406E-08
  0.0635  4.23604464E-08
  0.0645  4.07291746E-08
  0.0655  3.91114466E-08
  0.0665  3.75180354E-08
  0.0675  3.59566323E-08
  0.0685  3.44305235E-08
  0.0695  3.29486926E-08
  0.0705  3.15141848E-08
  0.0715  3.01307036E-08
  0.0725  2.88015350E-08
  0.0735  2.75279999E-08
  0.0745  2.63112532E-08
  0.0755  2.51515021E-08
  0.0765  2.40487466E-08
  0.0775  2.30023781E-08
  0.0785  2.20099339E-08
  0.0795  2.10702874E-08
  0.0805  2.01804166E-08
  0.0815  1.93382549E-08
  0.0825  1.85406326E-08
  0.0835  1.77849548E-08
  0.0845  1.70675028E-08
  0.0855  1.63851536E-08
  0.0865  1.57354313E-08
  0.0875  1.51147468E-08
  0.0885  1.45201788E-08
  0.0895  1.39495263E-08
  0.0905  1.33999535E-08
  0.0915  1.28689123E-08
  0.0925  1.23546468E-08
  0.0935  1.18552770E-08
  0.0945  1.13697773E-08
  0.0955  1.08960502E-08
  0.0965  1.04333731E-08
  0.0975  9.98096136E-09
  0.0985  9.53847836E-09
  0.0995  9.10503064E-09
  0.1005  8.68122418E-09
  0.1015  8.26661357E-09
  0.1025  7.86124282E-09
  0.1035  7.46567131E-09
