  0.0005  1.24648887E-04
  0.0015  3.60390285E-04
  0.0025  5.77990144E-04
  0.0035  7.77421917E-04
  0.0045  9.58770935E-04
  0.0055  1.12218700E-03
  0.0065  1.26794508E-03
  0.0075  1.39634098E-03
  0.0085  1.50786015E-03
  0.0095  1.60296527E-03
  0.0105  1.68225937E-03
  0.0115  1.74630562E-03
  0.0125  1.79590235E-03
  0.0135  1.83169809E-03
  0.0145  1.85459166E-03
  0.0155  1.86533778E-03
  0.0165  1.86490922E-03
  0.0175  1.85402278E-03
  0.0185  1.83374605E-03
  0.0195  1.80485271E-03
  0.0205  1.76834966E-03
  0.0215  1.72504473E-03
  0.0225  1.67583104E-03
  0.0235  1.62152778E-03
  0.0245  1.56304706E-03
  0.0255  1.50121944E-03
  0.0265  1.43657397E-03
  0.0275  1.37001138E-03
  0.0285  1.30212331E-03
  0.0295  1.23347104E-03
  0.0305  1.16470120E-03
  0.0315  1.09631383E-03
  0.0325  1.02872783E-03
  0.0335  9.62349560E-04
  0.0345  8.97550495E-04
  0.0355  8.34626832E-04
  0.0365  7.73863012E-04
  0.0375  7.15435956E-04
  0.0385  6.59522395E-04
  0.0395  6.06274599E-04
  0.0405  5.55760833E-04
  0.0415  5.08054105E-04
  0.0425  4.63157257E-04
  0.0435  4.21081668E-04
  0.0445  3.81802307E-04
  0.0455  3.45257735E-04
  0.0465  3.11385375E-04
  0.0475  2.80089277E-04
  0.0485  2.51295297E-04
  0.0495  2.24881695E-04
  0.0505  2.00715542E-04
  0.0515  1.78711261E-04
  0.0525  1.58720544E-04
  0.0535  1.40621899E-04
  0.0545  1.24286303E-04
  0.0555  1.09591164E-04
  0.0565  9.64099241E-05
  0.0575  8.46242954E-05
  0.0585  7.41198761E-05
  0.0595  6.47833456E-05
  0.0605  5.65129695E-05
  0.0615  4.92043585E-05
  0.0625  4.27678195E-05
  0.0635  3.71183998E-05
  0.0645  3.21696869E-05
  0.0655  2.78492814E-05
  0.0665  2.40894073E-05
  0.0675  2.08265035E-05
  0.0685  1.80030414E-05
  0.0695  1.55670596E-05
  0.0705  1.34715858E-05
  0.0715  1.16744869E-05
  0.0725  1.01377012E-05
  0.0735  8.82802886E-06
  0.0745  7.71483772E-06
  0.0755  6.77212244E-06
  0.0765  5.97605837E-06
  0.0775  5.30644274E-06
  0.0785  4.74495197E-06
  0.0795  4.27625479E-06
  0.0805  3.88614059E-06
  0.0815  3.56319769E-06
  0.0825  3.29685062E-06
  0.0835  3.07872171E-06
  0.0845  2.90081478E-06
  0.0855  2.75676808E-06
  0.0865  2.64102613E-06
  0.0875  2.54880844E-06
  0.0885  2.47613856E-06
  0.0895  2.41956529E-06
  0.0905  2.37613577E-06
  0.0915  2.34339870E-06
  0.0925  2.31930006E-06
  0.0935  2.30199875E-06
  0.0945  2.29006292E-06
  0.0955  2.28220671E-06
  0.0965  2.27737484E-06
  0.0975  2.27464688E-06
  0.0985  2.27332139E-06
  0.0995  2.27274057E-06
  0.1005  2.27240834E-06
  0.1015  2.27188441E-06
  0.1025  2.27086573E-06
  0.1035  2.26911567E-06
  0.1045  2.26638847E-06
  0.1055  2.26258931E-06
  0.1065  2.25766073E-06
  0.1075  2.25158454E-06
  0.1085  2.24434253E-06
  0.1095  2.23604107E-06
  0.1105  2.22679111E-06
  0.1115  2.21670811E-06
  0.1125  2.20595479E-06
  0.1135  2.19478600E-06
  0.1145  2.18337884E-06
  0.1155  2.17196031E-06
  0.1165  2.16080915E-06
  0.1175  2.15016866E-06
  0.1185  2.14028970E-06
  0.1195  2.13138542E-06
  0.1205  2.12376643E-06
  0.1215  2.11756812E-06
  0.1225  2.11311475E-06
  0.1235  2.11055233E-06
  0.1245  2.10998269E-06
  0.1255  2.11160438E-06
  0.1265  2.11547654E-06
  0.1275  2.12165836E-06
  0.1285  2.13016025E-06
  0.1295  2.14099113E-06
  0.1305  2.15405941E-06
  0.1315  2.16921907E-06
  0.1325  2.18641855E-06
  0.1335  2.20540070E-06
  0.1345  2.22600131E-06
  0.1355  2.24784454E-06
  0.1365  2.27080126E-06
  0.1375  2.29437275E-06
  0.1385  2.31836027E-06
  0.1395  2.34234742E-06
  0.1405  2.36595891E-06
  0.1415  2.38886253E-06
  0.1425  2.41060887E-06
  0.1435  2.43084521E-06
  0.1445  2.44926455E-06
  0.1455  2.46544194E-06
  0.1465  2.47910849E-06
  0.1475  2.48998924E-06
  0.1485  2.49769053E-06
  0.1495  2.50214978E-06
  0.1505  2.50307610E-06
  0.1515  2.50034492E-06
  0.1525  2.49388795E-06
  0.1535  2.48363695E-06
  0.1545  2.46964083E-06
  0.1555  2.45189258E-06
  0.1565  2.43056475E-06
  0.1575  2.40577624E-06
  0.1585  2.37777073E-06
  0.1595  2.34673897E-06
  0.1605  2.31299954E-06
  0.1615  2.27694136E-06
  0.1625  2.23890234E-06
  0.1635  2.19922951E-06
  0.1645  2.15846613E-06
  0.1655  2.11698085E-06
