 &plot nbnd=  60, nks=    31 /
            0.000000  0.000000  0.000000
  -22.620  -22.399  -22.056  -21.591  -21.006  -20.306  -19.502  -18.625  -17.793  -15.958
  -14.940  -13.738  -12.463  -11.171  -10.691  -10.437  -10.043   -9.911   -9.513   -9.487
   -9.269   -8.942   -8.856   -8.737   -8.518   -8.090   -8.016   -7.705   -7.476   -7.250
   -6.949   -6.881   -6.510   -6.413   -6.349   -6.244   -5.746   -1.128   -0.345    0.128
    0.187    0.263    0.476    0.585    0.651    0.793    0.807    0.908    0.946    0.982
    1.021    1.047    1.128    1.144    1.225    1.246    1.287    1.477    1.656    1.663
            0.016667  0.000000  0.000000
  -22.615  -22.394  -22.051  -21.587  -21.001  -20.301  -19.498  -18.621  -17.789  -15.954
  -14.936  -13.734  -12.461  -11.170  -10.685  -10.431  -10.037   -9.911   -9.509   -9.507
   -9.291   -8.965   -8.850   -8.740   -8.539   -8.084   -8.036   -7.717   -7.489   -7.245
   -6.985   -6.872   -6.534   -6.408   -6.355   -6.264   -5.740   -1.129   -0.346    0.135
    0.193    0.269    0.483    0.587    0.658    0.800    0.814    0.915    0.952    0.989
    1.026    1.054    1.135    1.150    1.232    1.253    1.294    1.483    1.662    1.669
            0.033333  0.000000  0.000000
  -22.600  -22.379  -22.036  -21.572  -20.987  -20.287  -19.484  -18.607  -17.776  -15.942
  -14.924  -13.725  -12.453  -11.166  -10.667  -10.413  -10.020   -9.913   -9.576   -9.490
   -9.357   -9.031   -8.833   -8.750   -8.602   -8.093   -8.067   -7.756   -7.524   -7.228
   -7.067   -6.871   -6.601   -6.390   -6.375   -6.324   -5.722   -1.133   -0.349    0.155
    0.212    0.288    0.502    0.593    0.679    0.820    0.833    0.935    0.973    1.009
    1.039    1.074    1.155    1.170    1.252    1.274    1.314    1.503    1.681    1.688
            0.050000  0.000000  0.000000
  -22.576  -22.354  -22.012  -21.548  -20.962  -20.263  -19.460  -18.584  -17.754  -15.921
  -14.906  -13.708  -12.441  -11.160  -10.638  -10.384   -9.990   -9.918   -9.684   -9.464
   -9.461   -9.138   -8.804   -8.772   -8.705   -8.184   -8.039   -7.831   -7.570   -7.199
   -7.183   -6.889   -6.707   -6.420   -6.413   -6.362   -5.693   -1.139   -0.353    0.187
    0.243    0.319    0.535    0.602    0.713    0.853    0.866    0.969    1.007    1.043
    1.061    1.109    1.189    1.202    1.286    1.308    1.348    1.535    1.711    1.718
            0.066667  0.000000  0.000000
  -22.541  -22.320  -21.977  -21.513  -20.929  -20.229  -19.427  -18.552  -17.723  -15.893
  -14.879  -13.686  -12.425  -11.152  -10.597  -10.343   -9.949   -9.927   -9.831   -9.608
   -9.421   -9.282   -8.842   -8.810   -8.764   -8.299   -7.999   -7.949   -7.620   -7.329
   -7.160   -6.927   -6.844   -6.549   -6.471   -6.321   -5.651   -1.149   -0.361    0.233
    0.286    0.363    0.580    0.612    0.760    0.900    0.911    1.016    1.055    1.090
    1.095    1.157    1.237    1.246    1.333    1.356    1.396    1.580    1.752    1.761
            0.083333  0.000000  0.000000
  -22.497  -22.276  -21.933  -21.470  -20.885  -20.186  -19.385  -18.511  -17.684  -15.856
  -14.846  -13.658  -12.404  -11.144  -10.543  -10.290  -10.013   -9.948   -9.897   -9.782
   -9.460   -9.369   -9.009   -8.878   -8.713   -8.426   -8.106   -7.948   -7.675   -7.501
   -7.109   -7.007   -6.990   -6.702   -6.549   -6.270   -5.598   -1.163   -0.372    0.292
    0.342    0.419    0.618    0.638    0.821    0.959    0.970    1.077    1.116    1.139
    1.151    1.219    1.298    1.302    1.394    1.417    1.458    1.638    1.798    1.816
            0.100000  0.000000  0.000000
  -22.442  -22.221  -21.879  -21.416  -20.832  -20.134  -19.334  -18.461  -17.636  -15.812
  -14.806  -13.624  -12.381  -11.138  -10.479  -10.226  -10.225  -10.035   -9.934   -9.833
   -9.666   -9.305   -9.197   -8.991   -8.650   -8.545   -8.293   -7.886   -7.744   -7.692
   -7.184   -7.091   -7.047   -6.860   -6.645   -6.207   -5.533   -1.183   -0.388    0.363
    0.409    0.488    0.619    0.709    0.896    1.032    1.040    1.151    1.191    1.197
    1.225    1.294    1.370    1.373    1.468    1.492    1.533    1.709    1.842    1.884
            0.116667  0.000000  0.000000
  -22.378  -22.158  -21.816  -21.353  -20.769  -20.072  -19.273  -18.402  -17.579  -15.760
  -14.759  -13.586  -12.356  -11.137  -10.466  -10.402  -10.252  -10.149  -10.004   -9.895
   -9.757   -9.393   -9.230   -9.156   -8.654   -8.576   -8.500   -7.891   -7.843   -7.813
   -7.361   -7.252   -6.997   -6.974   -6.759   -6.133   -5.456   -1.209   -0.411    0.446
    0.489    0.569    0.611    0.793    0.985    1.118    1.123    1.239    1.269    1.279
    1.313    1.383    1.448    1.462    1.557    1.581    1.621    1.792    1.877    1.964
            0.133333  0.000000  0.000000
  -22.305  -22.084  -21.742  -21.280  -20.697  -20.001  -19.203  -18.334  -17.514  -15.702
  -14.707  -13.544  -12.332  -11.147  -10.727  -10.506  -10.314  -10.139  -10.099  -10.062
   -9.670   -9.582   -9.359   -9.144   -8.769   -8.715   -8.491   -8.082   -7.991   -7.729
